PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Vendor Supplied Gene Symbol,Raw Sample Value,Median Negative Control on Plate,Median Positive Control on Plate,PPT Sample as Percentage of Negative Control,PPT MAD Z-Score,PPT Log MAD Z-Score,"Cell Count, Sample",Median Negative Control Cell Count on Plate,Median Positive Control Cell Count on Plate,"Sample Cell Count, MAD Z-Score Normalized to Negative Control",Sample Mitochondrial Signal,Median Negative Control Mitochondrial Signal on Plate,Median Positive Control Mitochondrial Signal on Plate,"Sample mitochondrial signal, MAD Z-Score Normalized to Negative Control",HUGO Gene Symbol,Entrez GeneID,CatalogNumber,REFSEQ,PLATE ID,Row Number,Column Number,Passed Initial Activity Threshold?
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,TARGET_NCBI_GENE_ID,STRING,STRING,STRING,INTEGER,INTEGER,STRING
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,NONE,NONE,
15106,152152548,,Inactive,0,,,C9ORF47,29.0323,34.3386,94.6928,84.5469,-0.729713,-0.848101,1028,1108.5,937,0.767726,43.4825,55.7682,69.6855,-0.246778,C9orf47,286223,M-032342-01,NM_001001938,QDA103909,15,7,No
15107,152152550,,Inactive,0,,,ATCAY,37.4707,36.5438,94.5212,102.536,-0.383449,-0.406465,1145,1115.5,950.5,1.63514,57.8166,63.8407,73.5051,0.548103,ATCAY,85300,M-027139-01,NM_033064,QDA103972,13,22,No
15108,152152553,,Inactive,0,,,OR2T29,39.6839,40.6183,94.8739,97.6997,-0.476547,-0.517084,1000,1086,927.5,0.710208,50.6,50.003,65.5727,1.21904,OR2T29,343563,M-022175-01,NM_001004694,QDA103915,12,20,No
15109,152152554,,Inactive,0,,,PDGFRB,72.009,38.6229,93.3125,186.441,1.23156,0.962314,800,1275,1010.5,-1.85841,21.875,40.0672,54.6009,-1.72209,PDGFRB,5159,M-003163-03,NM_002609,QDA103595,11,20,No
15110,152152555,,Inactive,0,,,VPRBP,29.3467,36.3825,95.4171,80.6616,-0.804498,-0.955799,896,1049,940.5,0.126512,51.3393,55.3421,68.2537,0.687163,VPRBP,9730,M-021119-01,NM_014703,QDA103929,5,6,No
15111,152152557,,Inactive,0,,,TEX11,52.7502,41.4768,94.403,127.18,0.0908956,0.0866227,1001,1121.5,961,0.462805,50.7493,59.5512,73.5435,0.210782,TEX11,56159,M-013488-01,NM_031276,QDA103988,2,12,No
15112,152152558,,Inactive,0,,,ZNF606,49.5487,38.7128,94.8327,127.991,0.106498,0.101168,1059,1071,930,1.30548,43.3428,58.5053,70.947,-0.492087,ZNF606,80095,M-017135-01,NM_025027,QDA103887,4,10,No
15113,152152560,,Inactive,0,,,EPHX2,12.166,21.695,90.6061,56.0772,-1.2777,-1.78804,1312,1394,1181,0.888531,40.0915,45.271,57.4234,0.421555,EPHX2,2053,M-010006-01,NM_001979,QDA103503,3,17,No
15114,152152561,,Inactive,0,,,FAM12A,27.7876,35.7543,94.1109,77.7183,-0.861152,-1.0409,1057,1101,972,1.05367,60.5487,62.1164,73.382,0.984393,FAM12A,10876,M-012287-01,NM_006683,QDA103960,15,18,No
15115,152152563,,Inactive,0,,,LOC56270,30.2977,30.0608,94.3068,100.788,-0.417099,-0.445833,1047,1386,1039.5,-0.738003,27.3161,45.6733,57.6952,-1.39313,WDR45L,56270,M-017119-01,NM_019613,QDA103820,8,18,No
15116,152152564,,Inactive,0,,,C10ORF119,33.6751,37.5458,94.6283,89.6908,-0.630704,-0.712891,1142,1123.5,982,1.54776,49.7373,60.3039,72.446,0.0377348,C10orf119,79892,M-014474-01,NM_024834,QDA103984,9,9,No
15117,152152566,,Inactive,0,,,FLJ36090,30.4803,32.4599,94.5014,93.9016,-0.549654,-0.607858,1019,1301,999,-0.494306,31.6977,41.977,57.6373,-0.401914,CCDC100,153241,M-016493-01,NM_153223,QDA103843,2,16,No
15118,152152567,,Inactive,0,,,FLJ25692,33.0275,32.5762,94.489,101.385,-0.405604,-0.432308,1098,1271.5,985,0.208818,38.4335,43.2152,56.7094,0.44531,C8orf45,157777,M-018544-01,NM_173518,QDA103838,14,9,No
15119,152152568,,Inactive,0,,,SLC5A3,19.8361,9.53179,92.239,208.104,1.64853,1.21396,1171,1373.5,1069.5,0.112674,27.5833,30.0506,47.4993,0.625457,SLC5A3,6526,M-007591-01,NM_006933,MAY1100741,4,3,No
15120,152152569,,Inactive,0,,,SCRN1,15.3394,19.6397,90.8991,78.1042,-0.853723,-1.02956,1407,1479.5,1170,0.974518,30.3483,44.9175,57.0856,-0.903552,SCRN1,9805,M-017879-01,NM_014766,QDA103646,2,14,No
15121,152152570,,Inactive,0,,,PNMA3,32.6975,36.0002,94.9202,90.8261,-0.608851,-0.684095,935,1060.5,948.5,0.36741,52.6203,59.1218,70.3279,0.449605,PNMA3,29944,M-020437-01,NM_013364,QDA103891,15,3,No
15122,152152571,,Inactive,0,,,COX7A2,42.7706,19.606,90.2718,218.151,1.84191,1.3219,993,1414,1158.5,-1.20336,54.9849,43.1955,58.9567,2.86634,COX7A2,1347,M-011626-02,NM_001865,QDA103513,2,22,No
15123,152152573,,Inactive,0,,,COMMD4,26.9612,37.5458,94.6283,71.8088,-0.974898,-1.22194,1158,1123.5,982,1.67245,47.2366,60.3039,72.446,-0.224,COMMD4,54939,M-016966-01,NM_017828,QDA103984,12,14,No
15124,152152574,,Active,100,,,FLJ23375,62.2493,9.53179,92.239,653.071,10.2133,3.83213,1076,1373.5,1069.5,-0.492937,19.2379,30.0506,47.4993,-1.12736,TMEM62,80021,M-015699-01,NM_024956,MAY1100741,4,7,Yes
15125,152152575,,Active,100,,,C20ORF106,17.9087,35.7543,94.1109,50.0881,-1.39298,-2.04661,780,1101,972,-1.14922,50.641,62.1164,73.382,-0.0223361,C20orf106,200232,M-024178-01,NM_001012971,QDA103960,14,15,Yes
15126,152152577,,Inactive,0,,,MRPL54,35.8927,34.3386,94.6928,104.526,-0.34516,-0.362477,965,1108.5,937,0.270099,48.1865,55.7682,69.6855,0.285613,MRPL54,116541,M-017497-01,NM_172251,QDA103909,15,21,No
15127,152152578,,Inactive,0,,,SNTB2,27.376,38.7128,94.8327,70.7158,-0.995936,-1.25706,905,1071,930,0.0464644,36.4641,58.5053,70.947,-1.23418,SNTB2,6645,M-012322-01,NM_006750,QDA103887,12,22,No
15128,152152579,,Inactive,0,,,UBE2Q2,18.009,21.0964,90.5842,85.3655,-0.713957,-0.826042,1005,1445,1226.5,-1.26256,49.1542,42.8374,56.9079,2.07441,UBE2Q2,92912,M-008326-01,NM_173469,QDA103660,14,14,No
15129,152152580,,Inactive,0,,,SMBP,18.6561,30.2078,93.5748,61.7594,-1.16833,-1.56709,1094,1272.5,991.5,0.175353,31.3528,44.1862,54.2151,-0.68948,TM9SF3,56889,M-010220-01,NM_020123,QDA103737,11,20,No
15130,152152581,,Inactive,0,,,MCART6,39.3526,34.8669,94.0704,112.865,-0.184639,-0.186745,1091,1288,1000,0.0643703,44.4546,43.9986,57.1148,1.2091,MCART6,401612,M-031566-02,NM_001012755,QDA103765,13,15,No
15131,152152582,,Inactive,0,,,TRIF,45.1718,32.5762,94.489,138.665,0.311961,0.284552,1108,1271.5,985,0.277681,35.4693,43.2152,56.7094,0.0123806,TICAM1,148022,M-012833-02,NM_182919,QDA103838,15,15,No
15132,152152583,,Inactive,0,,,GPHB5,18.3133,33.8533,95.2926,54.0959,-1.31584,-1.87039,1119,1096,946.5,1.58733,59.9643,58.7768,70.1715,1.27119,GPHB5,122876,M-009027-01,NM_145171,QDA103813,4,13,No
15133,152152584,,Inactive,0,,,TTC10,49.0403,34.1796,94.4197,143.478,0.404604,0.362667,969,1313.5,1037.5,-0.892874,39.8349,49.3703,60.4839,-0.0753673,IFT88,8100,M-012281-01,NM_006531,QDA103753,11,4,No
15134,152152585,,Inactive,0,,,WDR36,38.2979,40.6183,94.8739,94.2873,-0.542229,-0.598474,1011,1086,927.5,0.798896,48.269,50.003,65.5727,0.924807,WDR36,134430,M-017004-01,NM_139281,QDA103915,4,18,No
15135,152152586,,Inactive,0,,,C20ORF30,72.5263,31.3817,94.613,231.11,2.09135,1.45401,893,1331,1024.5,-1.47776,47.0325,49.4545,63.6211,0.834574,C20orf30,29058,M-015123-01,NM_001009925,QDA103880,2,12,No
15136,152152587,,Active,100,,,MJD,80.0341,20.6623,90.311,387.344,5.09856,2.63626,1118,1441,1196,-0.559043,35.1521,43.402,56.578,-0.0560526,ATXN3,4287,M-012013-01,NM_030660,QDA103532,4,18,Yes
15137,152152590,,Inactive,0,,,KRT8,12.1212,20.6623,90.311,58.6635,-1.22792,-1.68482,1150,1441,1196,-0.364604,23.7391,43.402,56.578,-1.71577,KRT8,3856,M-019658-01,NM_002273,QDA103532,7,10,No
15138,152152592,,Inactive,0,,,KLF14,24.932,33.2009,94.8342,75.0943,-0.911659,-1.11953,1018,1114,949,0.649037,52.3576,57.5755,71.2572,0.571666,KLF14,136259,M-007132-02,NM_138693,QDA103899,9,10,No
15139,152152594,,Inactive,0,,,FLJ40452,18.6207,21.7866,90.03,85.4684,-0.711977,-0.823285,1080,1430,1177.5,-0.739461,35.463,44.9702,60.728,-0.190684,C14orf172,115708,M-015870-01,NM_152307,QDA103479,4,14,No
15140,152152595,,Inactive,0,,,NLRC5,34.1549,22.7566,89.983,150.088,0.531832,0.465776,1280,1439.5,1209.5,0.433412,36.1719,44.2122,57.9612,-0.00414896,NLRC5,84166,M-018267-01,NM_032206,QDA103662,3,13,No
15141,152152596,,Inactive,0,,,CAGLP,22.198,32.3804,95.0656,68.5537,-1.03755,-1.32814,1265,1236.5,1007,1.6054,48.0632,43.8324,58.1195,1.75291,CALML6,163688,M-016387-01,NM_138705,QDA103729,2,4,No
15142,152152597,,Inactive,0,,,ZAK,46.4052,38.8317,94.1628,119.504,-0.056863,-0.0559053,1103,1361,968,-0.256236,33.5449,43.7155,49.8988,-0.324765,-,51776,M-005068-03,NM_016653,QDA103627,9,19,No
15143,152152598,,Inactive,0,,,STAMBPL1,29.0993,20.2515,91.4596,143.69,0.408673,0.366037,1134,1385.5,1123,-0.185807,28.6596,43.4837,57.8597,-1.00804,STAMBPL1,57559,M-005783-02,NM_020799,QDA103454,8,10,No
15144,152152599,,Inactive,0,,,C6ORF89,36.7942,33.9085,94.9508,108.51,-0.268467,-0.276832,947,1143.5,951,-0.101033,51.6367,65.945,74.7808,-0.225779,C6orf89,221477,M-016129-01,NM_152734,QDA103952,9,4,No
15145,152152600,,Inactive,0,,,EPHB1,61.4299,38.8317,94.1628,158.195,0.687882,0.586213,989,1361,968,-0.989644,32.2548,43.7155,49.8988,-0.511027,EPHB1,2047,M-003121-02,NM_004441,QDA103627,10,22,No
15146,152152601,,Inactive,0,,,SP7,54.1699,19.5679,90.8493,276.83,2.97138,1.86725,1203,1429.5,1158,0.016242,30.0914,43.045,57.1216,-0.755701,SP7,121340,M-015429-01,NM_152860,QDA103569,6,8,No
15147,152152602,,Inactive,0,,,SLC6A19,12.0473,9.53179,92.239,126.391,0.0757018,0.0723694,1285,1373.5,1069.5,0.839408,27.5486,30.0506,47.4993,0.618185,SLC6A19,340024,M-007352-01,NM_001003841,MAY1100741,9,17,No
15148,152152605,,Inactive,0,,,GABRG3,39.226,21.0964,90.5842,185.937,1.22185,0.956114,1009,1445,1226.5,-1.23833,19.8216,42.8374,56.9079,-2.24748,GABRG3,2567,M-006175-01,NM_033223,QDA103660,3,8,No
15149,152152606,,Inactive,0,,,RABGGTA,46.217,20.0397,91.2489,230.627,2.08206,1.44922,973,1447.5,1148,-1.46665,34.1213,45.5163,56.0895,-0.436449,RABGGTA,5875,M-005097-02,NM_182836,QDA103561,10,15,No
15150,152152608,,Inactive,0,,,SLC30A3,58.1498,20.0397,91.2489,290.173,3.22821,1.97502,831,1447.5,1148,-2.3256,21.6607,45.5163,56.0895,-2.16435,SLC30A3,7781,M-007524-01,NM_003459,QDA103561,11,19,No
15151,152152609,,Inactive,0,,,SPINK2,54.419,29.2368,94.7973,186.132,1.2256,0.958508,1137,1239,991,0.682761,51.3632,46.0401,63.6347,1.87344,SPINK2,6691,M-012759-01,NM_021114,QDA103872,7,10,No
15152,152152610,,Inactive,0,,,PHF17,53.1044,22.7566,89.983,233.358,2.13462,1.47617,1451,1439.5,1209.5,1.47353,59.7519,44.2122,57.9612,3.36211,PHF17,79960,M-017133-01,NM_024900,QDA103662,11,4,No
15153,152152611,,Inactive,0,,,IFNA16,51.338,34.3386,94.6928,149.505,0.520605,0.456862,948,1108.5,937,0.135819,39.4515,55.7682,69.6855,-0.702997,IFNA16,3449,M-019653-01,NM_002173,QDA103909,11,8,No
15154,152152612,,Inactive,0,,,FTCD,43.8454,33.2009,94.8342,132.061,0.184836,0.172831,862,1114,949,-0.577098,42.8074,57.5755,71.2572,-0.475264,FTCD,10841,M-008623-01,NM_206965,QDA103899,6,4,No
15155,152152613,,Inactive,0,,,ESPN,67.611,33.9208,94.4323,199.32,1.47945,1.11523,915,1304,1015.5,-1.2084,28.9617,44.8517,59.5009,-1.09241,ESPN,83715,M-014741-01,NM_031475,QDA103773,12,10,No
15156,152152614,,Inactive,0,,,CUZD1,40.1762,34.8669,94.0704,115.227,-0.139175,-0.139329,1063,1288,1000,-0.125975,53.904,43.9986,57.1148,2.56464,CUZD1,50624,M-018079-01,NM_022034,QDA103765,6,15,No
15157,152152615,,Inactive,0,,,NAV3,37.5407,33.9208,94.4323,110.672,-0.22686,-0.231675,1135,1304,1015.5,0.268812,50.6608,44.8517,59.5009,1.96116,NAV3,89795,M-018348-01,NM_014903,QDA103773,2,16,No
15158,152152616,,Inactive,0,,,ACAT2,43.3666,20.7811,91.2401,208.683,1.65966,1.22032,1039,1423.5,1155.5,-0.961454,33.975,43.5888,57.6915,-0.248402,ACAT2,39,M-010001-01,NM_005891,QDA103458,9,11,No
15159,152152617,,Inactive,0,,,UNQ1940,52.1619,37.3744,93.9752,139.566,0.329296,0.299373,946,1102,961,0.164095,49.0486,51.6527,68.8182,0.825477,-,389558,M-031909-01,NM_205855,QDA103919,3,7,No
15160,152152618,,Inactive,0,,,DAO,50,18.6904,91.3747,267.517,2.7921,1.78891,1099,1489,1199,-0.88976,30.1183,45.0144,56.1081,-0.944978,DAO,1610,M-009756-02,NM_001917,QDA103521,12,9,No
15161,152152619,,Inactive,0,,,GALNAC4S-6ST,21.6159,19.606,90.2718,110.251,-0.234949,-0.240385,1310,1414,1158.5,0.759587,42.5191,43.1955,58.9567,1.04485,-,51363,M-003960-01,NM_015892,QDA103513,4,8,No
15162,152152620,,Inactive,0,,,KIAA1797,24.7699,35.1362,94.6735,70.4968,-1.00015,-1.26416,1111,1127,967,1.27928,56.4356,61.1021,71.0379,0.66165,KIAA1797,54914,M-015365-01,NM_017794,QDA103937,5,11,No
15163,152152621,,Inactive,0,,,NYD-SP21,52.3669,33.8028,94.5887,154.919,0.62481,0.538295,922,1336,993.5,-1.30969,31.6703,48.9495,60.5387,-1.08435,-,84689,M-014933-01,NM_001079692,QDA103868,9,5,No
15164,152152622,,Inactive,0,,,SLC6A17,56.0163,36.484,94.2952,153.536,0.598203,0.517776,1176,1409.5,993,-0.0469278,44.6429,48.0885,61.2497,0.691434,SLC6A17,388662,M-027364-02,NM_001010898,QDA103745,2,13,No
15165,152152625,,Inactive,0,,,RXFP4,21.8354,33.8736,93.9618,64.4616,-1.11632,-1.46905,1103,1304.5,1028.5,0.0511052,30.553,41.4728,55.8865,-0.518187,RXFP4,339403,M-005525-03,NM_181885,QDA103599,14,10,No
15166,152152626,,Active,100,,,KIAA1683,17.0804,36.1611,95.1837,47.2343,-1.44791,-2.18091,885,1090.5,955,-0.246422,44.6328,58.5323,71.579,-0.355138,KIAA1683,80726,M-031251-01,NM_025249,QDA103802,14,21,Yes
15167,152152629,,Inactive,0,,,OR6N1,41.4384,36.1611,95.1837,114.594,-0.151366,-0.151947,767,1090.5,955,-1.19387,51.2386,58.5323,71.579,0.357186,OR6N1,128372,M-022367-00,NM_001005185,QDA103802,13,16,No
15168,152152630,,Inactive,0,,,TGFBR2,77.99,38.6229,93.3125,201.927,1.52963,1.14498,901,1275,1010.5,-1.1648,56.6038,40.0672,54.6009,3.74866,TGFBR2,7048,M-003930-02,NM_003242,QDA103595,15,19,No
15169,152152632,,Inactive,0,,,PTOV1,55.7078,38.6461,95.3755,144.149,0.417507,0.373338,1023,1126.5,949,0.599115,46.2366,52.3892,67.9261,0.402432,PTOV1,53635,M-005210-01,NM_017432,QDA104015,10,8,No
15170,152152633,,Inactive,0,,,HSFY1,51.8637,20.0391,92.1121,258.813,2.62457,1.71318,803,1469,1150.5,-2.56606,38.3562,47.0984,60.5051,-0.0278713,HSFY1,86614,M-015065-01,NM_152584,QDA103531,9,10,No
15171,152152635,,Inactive,0,,,NYREN18,46.1844,35.1319,94.0011,131.46,0.173274,0.162394,1151,1320,1047,0.282566,63.7706,46.4009,61.5548,3.50641,NUB1,51667,M-019158-01,NM_016118,QDA103785,3,6,No
15172,152152636,,Inactive,0,,,TMPRSS6,35.9582,20.4162,90.2684,176.126,1.033,0.832008,1212,1385.5,1193,0.307124,34.2409,41.3965,56.0385,0.0526721,TMPRSS6,164656,M-006052-02,NM_153609,QDA103642,13,3,No
15173,152152638,,Inactive,0,,,FLJ46536,32.9529,30.7457,94.6414,107.179,-0.294086,-0.305086,1319,1270,1033,1.74141,39.2722,44.5409,57.6732,0.397071,RUFY4,285180,M-027237-01,NM_198483,QDA103722,6,18,No
15174,152152639,,Inactive,0,,,TCL1A,26.8577,33.2009,94.8342,80.8943,-0.80002,-0.949205,1005,1114,949,0.54686,46.5672,57.5755,71.2572,-0.0631044,TCL1A,8115,M-012608-02,NM_001098725,QDA103899,10,16,No
15175,152152640,,Inactive,0,,,TMPRSS11F,32.1759,22.5118,90.8912,142.929,0.39404,0.353893,1201,1431.5,1149,-0.00628599,41.965,43.544,55.1021,0.914809,TMPRSS11F,389208,M-032084-01,NM_207407,QDA103467,3,14,No
15176,152152641,,Active,100,,,COL5A1,17.7588,37.5458,94.6283,47.299,-1.44666,-2.17777,951,1123.5,982,0.0592241,42.7971,60.3039,72.446,-0.688666,COL5A1,1289,M-011015-01,NM_000093,QDA103984,15,20,Yes
15177,152152642,,Inactive,0,,,ACTBL1,37.881,36.0002,94.9202,105.224,-0.33171,-0.347224,630,1060.5,948.5,-2.15078,45.7143,59.1218,70.3279,-0.287666,ACTBL1,23784,M-032372-01,NM_001004053,QDA103891,10,11,No
15178,152152643,,Inactive,0,,,NOX5,20.1027,33.2009,94.8342,60.5484,-1.19164,-1.61242,1060,1114,949,0.979151,39.434,57.5755,71.2572,-0.845079,NOX5,79400,M-010195-02,NM_024505,QDA103899,15,20,No
15179,152152648,,Inactive,0,,,HDLBP,17.531,19.5679,90.8493,89.5907,-0.632629,-0.715445,1269,1429.5,1158,0.4205,36.4066,43.045,57.1216,0.170295,HDLBP,3069,M-019956-01,NM_203346,QDA103569,15,5,No
15180,152152649,,Inactive,0,,,NOL1,27.1364,20.2515,91.4596,133.997,0.22211,0.206158,1230,1385.5,1123,0.420878,41.4634,43.4837,57.8597,0.850443,NOL1,4839,M-020084-02,NM_006170,QDA103454,10,19,No
15181,152152650,,Inactive,0,,,OR8K5,85.9137,31.3817,94.613,273.77,2.91247,1.8418,714,1331,1024.5,-2.6553,28.4314,49.4545,63.6211,-1.53942,OR8K5,219453,M-026626-01,NM_001004058,QDA103880,9,13,No
15182,152152651,,Inactive,0,,,SFRS8,66.1435,33.8028,94.5887,195.675,1.40928,1.07297,836,1336,993.5,-1.87331,39.8325,48.9495,60.5387,-0.0318893,SFRS8,6433,M-011893-01,NM_004592,QDA103868,2,17,No
15183,152152652,,Inactive,0,,,MAP3K9,87.3112,37.237,92.7941,234.475,2.15611,1.48709,646,1234,1031,-2.76858,20.2786,39.9446,56.7057,-1.96376,MAP3K9,4293,M-003585-03,NM_033141,QDA103607,14,7,No
15184,152152654,,Inactive,0,,,LOC388323,29.9677,34.3386,94.6928,87.271,-0.677279,-0.775502,1089,1108.5,937,1.24955,45.2709,55.7682,69.6855,-0.0443714,-,388323,M-030830-01,NM_001014985,QDA103909,13,3,No
15185,152152655,,Inactive,0,,,AFTIPHILIN,37.1272,32.4599,94.5014,114.379,-0.15551,-0.156253,1130,1301,999,0.252735,30.7965,41.977,57.6373,-0.537431,AFTPH,54812,M-017996-01,NM_001002243,QDA103843,7,5,No
15186,152152656,,Inactive,0,,,DMWD,25.2489,43.3453,94.8239,58.2505,-1.23587,-1.70099,968,1104,982.5,0.324961,44.938,55.319,68.2809,-0.0407506,DMWD,1762,M-023757-01,NM_004943,QDA104007,9,8,No
15187,152152659,,Inactive,0,,,KCNIP4,33.9223,21.0964,90.5842,160.796,0.737945,0.623547,1021,1445,1226.5,-1.16561,32.713,42.8374,56.9079,-0.348047,KCNIP4,80333,M-021472-01,NM_147183,QDA103660,9,11,No
15188,152152661,,Inactive,0,,,CHRNA7,26.2979,19.6397,90.8991,133.902,0.220272,0.204525,1089,1479.5,1170,-0.907445,34.5271,44.9175,57.0856,-0.316354,CHRNA7,1139,M-004143-02,NM_000746,QDA103646,14,11,No
15189,152152663,,Inactive,0,,,TRIM15,40.4941,22.7566,89.983,177.945,1.06802,0.85553,851,1439.5,1209.5,-2.17601,29.2597,44.2122,57.9612,-0.990925,TRIM15,89870,M-007102-01,NM_033229,QDA103662,12,12,No
15190,152152665,,Inactive,0,,,FLJ21742,36.5813,36.4459,93.9913,100.372,-0.425115,-0.455313,1094,1346.5,1034,-0.238345,46.0695,45.504,57.7822,1.22212,C19orf44,84167,M-014802-01,NM_032207,QDA103747,11,8,No
15191,152152666,,Inactive,0,,,GPR144,38.2175,33.8736,93.9618,112.824,-0.185433,-0.187581,1176,1304.5,1028.5,0.541084,41.4116,41.4728,55.8865,1.13436,GPR144,347088,M-005547-02,NM_182611,QDA103599,10,21,No
15192,152152668,,Inactive,0,,,GDPD2,22.5156,22.5118,90.8912,100.017,-0.431938,-0.463413,1327,1431.5,1149,0.764401,41.9744,43.544,55.1021,0.916164,GDPD2,54857,M-010666-01,NM_017711,QDA103467,9,4,No
15193,152152669,,Inactive,0,,,ZNF34,41.2111,33.9085,94.9508,121.536,-0.017741,-0.0172961,1127,1143.5,951,1.27724,57.4091,65.945,74.7808,0.326697,ZNF34,80778,M-018566-01,NM_030580,QDA103952,12,4,No
15194,152152670,,Inactive,0,,,LOC150368,58.4926,34.1796,94.4197,171.133,0.936905,0.766176,909,1313.5,1037.5,-1.29284,39.934,49.3703,60.4839,-0.0626963,FAM109B,150368,M-024579-01,NM_001002034,QDA103753,11,7,No
15195,152152671,,Inactive,0,,,ATP6V0A4,29.0774,20.6623,90.311,140.727,0.351651,0.318345,1113,1441,1196,-0.589425,40.611,43.402,56.578,0.737804,ATP6V0A4,50617,M-013185-01,NM_130840,QDA103532,13,13,No
15196,152152672,,Inactive,0,,,MGC10744,22.5245,34.1796,94.4197,65.9004,-1.08862,-1.41851,870,1313.5,1037.5,-1.55281,42.2989,49.3703,60.4839,0.239636,TMEM107,84314,M-010979-01,NM_183065,QDA103753,13,11,No
15197,152152673,,Inactive,0,,,MGC10204,29.2484,21.7866,90.03,134.249,0.226959,0.210457,1101,1430,1177.5,-0.610878,28.8828,44.9702,60.728,-1.11422,ALDH16A1,126133,M-008646-01,NM_153329,QDA103479,3,5,No
15198,152152675,,Inactive,0,,,TSPAN14,30.7633,35.7543,94.1109,86.0409,-0.700957,-0.808001,1156,1101,972,1.84098,51.8166,62.1164,73.382,0.0971158,TSPAN14,81619,M-014675-01,NM_030927,QDA103960,5,5,No
15199,152152677,,Inactive,0,,,TRPM1,36.2667,21.0964,90.5842,171.909,0.951846,0.776536,1277,1445,1226.5,0.3856,28.3477,42.8374,56.9079,-0.991239,TRPM1,4308,M-006513-02,NM_002420,QDA103660,3,21,No
15200,152152679,,Inactive,0,,,IGFBP1,29.638,33.8533,95.2926,87.5483,-0.671942,-0.76824,1246,1096,946.5,2.60192,59.8716,58.7768,70.1715,1.26124,IGFBP1,3484,M-012559-02,NM_000596,QDA103813,12,9,No
15201,152152680,,Inactive,0,,,GTF3C3,43.0357,19.5679,90.8493,219.93,1.87615,1.34049,933,1429.5,1158,-1.63754,41.9078,43.045,57.1216,0.976937,GTF3C3,9330,M-020036-01,NM_012086,QDA103569,3,4,No
15202,152152683,,Inactive,0,,,EPDR1,44.3702,29.2368,94.7973,151.761,0.564039,0.491157,959,1239,991,-0.575144,41.9187,46.0401,63.6347,0.57867,EPDR1,54749,M-013378-01,NM_017549,QDA103872,6,3,No
15203,152152684,,Inactive,0,,,PARP4,39.6825,21.9795,90.6248,180.544,1.11804,0.888727,1369,1401.5,1181.5,1.20054,46.9686,45.3517,58.6542,1.36871,PARP4,143,M-007244-03,NM_006437,QDA103583,12,20,No
15204,152152686,,Inactive,0,,,RUNX3,21.4719,19.606,90.2718,109.517,-0.249081,-0.255681,1232,1414,1158.5,0.27659,35.0649,43.1955,58.9567,-0.0443491,RUNX3,864,M-012666-02,NM_004350,QDA103513,12,13,No
15205,152152687,,Inactive,0,,,SSFA2,30.0962,35.1362,94.6735,85.656,-0.708365,-0.818264,951,1127,967,0.036207,38.4858,61.1021,71.0379,-1.19252,SSFA2,6744,M-015325-01,NM_006751,QDA103937,6,5,No
15206,152152688,,Inactive,0,,,FLJ12436,28.3525,32.3804,95.0656,87.5607,-0.671704,-0.767916,1118,1236.5,1007,0.564464,42.0394,43.8324,58.1195,0.885495,CCDC51,79714,M-016444-01,NM_024661,QDA103729,2,20,No
15207,152152689,,Inactive,0,,,LRRK2,51.4482,37.237,92.7941,138.164,0.302319,0.276267,1132,1234,1031,0.67984,37.6325,39.9446,56.7057,0.778352,LRRK2,120892,M-006323-02,NM_198578,QDA103607,9,7,No
15208,152152690,,Inactive,0,,,LOC348094,22.748,33.7036,93.9919,67.4941,-1.05795,-1.36381,875,1297,999,-1.44528,22.0571,41.3531,56.4758,-1.80145,ANKDD1A,348094,M-019312-01,NM_182703,QDA103793,8,11,No
15209,152152691,,Inactive,0,,,DSG3,32.1229,36.186,95.2725,88.7716,-0.648395,-0.736472,988,1078,924.5,0.672573,43.1174,58.3131,68.5391,-0.501072,DSG3,1830,M-011646-01,NM_001944,QDA104002,14,12,No
15210,152152692,,Inactive,0,,,PBX3,28.58,19.5679,90.8493,146.055,0.454204,0.403418,1517,1429.5,1158,1.93953,45.6823,43.045,57.1216,1.53038,PBX3,5090,M-020121-01,NM_006195,QDA103569,2,5,No
15211,152152693,,Inactive,0,,,C10ORF38,27.3782,41.4768,94.403,66.0085,-1.08654,-1.41476,1170,1121.5,961,1.78224,50.5128,59.5512,73.5435,0.185723,C10orf38,221061,M-026397-01,NM_001010924,QDA103988,8,7,No
15212,152152694,,Inactive,0,,,PSPHL,50.0874,37.5698,93.9149,133.318,0.209046,0.194532,1049,1314,967,-0.36225,25.9295,42.5495,52.952,-1.3217,PSPHL,8781,M-032264-01,XM_926720,QDA103628,11,22,No
15213,152152697,,Inactive,0,,,MPI,14.8992,10.1407,91.6574,146.925,0.47095,0.417015,1065,1329.5,1048.5,-0.33837,24.6009,32.8163,44.5829,-0.436406,MPI,4351,M-011729-01,NM_002435,MAY1100743,7,10,No
